Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Fruits,Product_3296,45,20,197,36,1958,1,5
Bakery,Product_3297,84,50,75,42,459,1,2
Beverages,Product_3298,245,25,44,184,1588,1,3
Bakery,Product_3299,495,25,142,371,366,1,5
Fruits,Product_3300,466,30,114,326,1007,0,2
Beverages,Product_3301,330,25,179,248,1348,0,6
Snacks,Product_3302,400,25,175,300,1501,1,7
Beverages,Product_3303,476,40,62,286,886,1,5
Bakery,Product_3304,306,5,15,291,1792,1,1
Dairy,Product_3305,424,40,77,254,831,1,4
Vegetables,Product_3306,334,10,128,301,192,0,8
Dairy,Product_3307,105,10,153,94,1161,0,7
Vegetables,Product_3308,146,15,122,124,1068,1,5
Dairy,Product_3309,273,20,20,218,1520,1,9
Vegetables,Product_3310,198,50,57,99,1092,1,6
Vegetables,Product_3311,420,20,28,336,476,0,8
Snacks,Product_3312,342,15,82,291,480,0,10
Fruits,Product_3313,204,10,161,184,1973,0,5
Vegetables,Product_3314,91,30,110,64,1804,1,4
Bakery,Product_3315,158,20,3,126,403,0,3
Dairy,Product_3316,240,10,141,216,1549,1,8
Vegetables,Product_3317,299,30,118,209,1910,0,10
Snacks,Product_3318,22,40,92,13,1755,1,4
Snacks,Product_3319,396,30,106,277,1446,1,1
Dairy,Product_3320,496,20,22,397,424,0,5
Beverages,Product_3321,115,10,14,104,1717,0,7
Fruits,Product_3322,350,25,118,262,975,1,10
Fruits,Product_3323,238,5,185,226,1905,1,5
Fruits,Product_3324,121,20,176,97,860,1,4
Dairy,Product_3325,206,5,94,196,712,1,6
Beverages,Product_3326,63,25,114,47,1698,1,10
Fruits,Product_3327,255,20,30,204,790,1,3
Bakery,Product_3328,245,20,196,196,175,1,5
Fruits,Product_3329,457,15,91,388,875,0,8
Fruits,Product_3330,155,25,86,116,1886,1,10
Fruits,Product_3331,254,20,57,203,573,0,10
Snacks,Product_3332,244,40,110,146,1392,0,9
Bakery,Product_3333,476,40,50,286,701,1,7
Snacks,Product_3334,460,20,68,368,116,0,1
Dairy,Product_3335,260,15,151,221,1667,0,1
Vegetables,Product_3336,460,30,3,322,1061,1,7
Snacks,Product_3337,33,40,118,20,1206,1,4
Snacks,Product_3338,69,15,140,59,685,1,1
Beverages,Product_3339,58,15,19,49,1554,0,8
Snacks,Product_3340,111,15,74,94,641,1,3
Dairy,Product_3341,59,50,131,30,1200,1,7
Bakery,Product_3342,110,25,171,82,1718,0,2
Dairy,Product_3343,431,30,134,302,504,0,3
Beverages,Product_3344,434,15,53,369,1595,1,4
Vegetables,Product_3345,274,10,59,247,924,0,3
Beverages,Product_3346,203,30,166,142,230,1,7
Bakery,Product_3347,161,10,20,145,1314,1,6
Vegetables,Product_3348,121,20,49,97,717,0,7
Vegetables,Product_3349,482,30,63,337,1257,0,4
Beverages,Product_3350,247,15,187,210,646,0,2
Vegetables,Product_3351,450,5,15,428,1334,0,7
Vegetables,Product_3352,126,10,180,113,111,0,6
Bakery,Product_3353,187,15,34,159,1269,0,10
Fruits,Product_3354,451,5,158,428,1156,1,9
Dairy,Product_3355,342,50,164,171,381,0,3
Bakery,Product_3356,266,10,135,239,1686,1,9
Bakery,Product_3357,122,10,109,110,1959,0,2
Beverages,Product_3358,38,5,157,36,1961,0,5
Bakery,Product_3359,477,30,104,334,209,0,1
Fruits,Product_3360,65,50,40,32,281,0,7
Snacks,Product_3361,414,15,119,352,1755,0,7
Bakery,Product_3362,326,50,167,163,1887,1,4
Vegetables,Product_3363,265,15,77,225,100,1,9
Beverages,Product_3364,66,25,75,50,1507,1,7
Beverages,Product_3365,294,10,120,265,967,0,3
Bakery,Product_3366,277,50,186,138,1051,0,6
Beverages,Product_3367,33,5,145,31,1321,0,8
Fruits,Product_3368,319,10,154,287,400,1,5
Snacks,Product_3369,435,20,154,348,320,0,3
Dairy,Product_3370,385,5,13,366,1048,1,7
Fruits,Product_3371,455,50,29,228,1936,1,9
Beverages,Product_3372,149,20,181,119,1311,0,8
Fruits,Product_3373,122,5,200,116,1735,0,3
Snacks,Product_3374,368,10,142,331,1201,1,8
Vegetables,Product_3375,73,5,141,69,526,0,3
Dairy,Product_3376,131,30,40,92,988,1,5
Fruits,Product_3377,330,40,178,198,847,0,4
Bakery,Product_3378,210,15,97,178,562,0,2
Dairy,Product_3379,53,50,6,26,1606,0,4
Dairy,Product_3380,172,20,196,138,96,0,7
Beverages,Product_3381,178,40,93,107,1748,0,2
Snacks,Product_3382,391,40,148,235,285,1,4
Dairy,Product_3383,340,30,62,238,896,1,6
Vegetables,Product_3384,21,25,44,16,1384,0,3
Snacks,Product_3385,65,20,3,52,449,1,10
Vegetables,Product_3386,20,20,109,16,617,1,5
Beverages,Product_3387,342,30,74,239,446,0,1
Snacks,Product_3388,235,15,161,200,1332,0,10
Beverages,Product_3389,443,10,181,399,1892,0,6
Vegetables,Product_3390,429,15,184,365,361,0,4
Snacks,Product_3391,254,5,150,241,1517,0,10
Snacks,Product_3392,198,10,122,178,566,0,1
Vegetables,Product_3393,252,25,165,189,1173,0,7
Vegetables,Product_3394,24,25,153,18,73,0,1
Dairy,Product_3395,356,15,128,303,941,1,6
Fruits,Product_3396,277,10,175,249,736,1,2
Dairy,Product_3397,68,50,10,34,496,0,6
Fruits,Product_3398,347,15,40,295,203,1,8
Snacks,Product_3399,227,20,73,182,845,0,6
Vegetables,Product_3400,176,10,34,158,1264,0,2
Bakery,Product_3401,299,25,189,224,1876,0,10
Fruits,Product_3402,285,40,60,171,1273,1,4
Dairy,Product_3403,321,15,174,273,496,0,7
Beverages,Product_3404,131,30,177,92,287,0,10
Beverages,Product_3405,60,10,30,54,1428,1,8
Dairy,Product_3406,484,20,171,387,1683,1,10
Beverages,Product_3407,473,50,166,236,1072,1,2
Beverages,Product_3408,23,40,35,14,226,1,2
Fruits,Product_3409,152,20,25,122,1701,0,9
Beverages,Product_3410,152,20,36,122,595,1,2
Dairy,Product_3411,44,15,151,37,1007,1,4
Snacks,Product_3412,372,15,123,316,1656,1,1
Bakery,Product_3413,497,20,139,398,1047,0,4
Dairy,Product_3414,119,5,195,113,806,0,4
Fruits,Product_3415,407,50,21,204,909,0,7
Dairy,Product_3416,392,10,19,353,484,1,8
Bakery,Product_3417,285,5,89,271,619,1,3
Dairy,Product_3418,463,50,103,232,396,0,1
Snacks,Product_3419,77,5,171,73,1589,0,7
Bakery,Product_3420,214,10,189,193,230,1,5
Snacks,Product_3421,26,40,127,16,83,0,1
Vegetables,Product_3422,320,40,137,192,876,0,10
Bakery,Product_3423,405,40,156,243,1589,0,7
Beverages,Product_3424,255,5,188,242,561,1,10
Beverages,Product_3425,116,25,142,87,1902,1,8
Beverages,Product_3426,169,15,188,144,1492,0,5
Fruits,Product_3427,416,50,46,208,865,0,1
Dairy,Product_3428,150,20,152,120,1720,0,5
Fruits,Product_3429,148,10,150,133,535,0,10
Dairy,Product_3430,40,5,29,38,1899,0,9
Beverages,Product_3431,356,10,141,320,873,1,6
Bakery,Product_3432,77,40,60,46,469,1,1
Fruits,Product_3433,20,25,68,15,1382,1,7
Snacks,Product_3434,464,10,60,418,1208,0,5
Snacks,Product_3435,376,30,94,263,840,0,10
Vegetables,Product_3436,63,10,26,57,619,0,7
Bakery,Product_3437,420,40,62,252,387,1,5
Vegetables,Product_3438,55,15,102,47,651,0,9
Vegetables,Product_3439,73,50,68,36,454,1,1
Fruits,Product_3440,362,25,113,272,191,1,3
Fruits,Product_3441,68,15,104,58,1835,1,9
Bakery,Product_3442,174,25,70,130,1012,0,7
Beverages,Product_3443,431,40,126,259,376,1,5
Bakery,Product_3444,91,15,120,77,184,0,9
Bakery,Product_3445,315,5,187,299,1867,1,1
Bakery,Product_3446,261,10,187,235,164,1,8
Fruits,Product_3447,283,25,122,212,76,1,9
Vegetables,Product_3448,445,25,167,334,1113,1,6
Bakery,Product_3449,53,25,183,40,1397,1,9
Beverages,Product_3450,299,15,10,254,1218,1,7
Fruits,Product_3451,30,20,148,24,646,0,9
Snacks,Product_3452,378,30,152,265,187,1,2
Vegetables,Product_3453,241,50,194,120,926,0,5
Snacks,Product_3454,212,20,12,170,157,0,9
Dairy,Product_3455,36,5,176,34,816,1,6
Vegetables,Product_3456,204,15,49,173,488,0,10
Dairy,Product_3457,315,5,90,299,1949,1,1
Dairy,Product_3458,146,30,88,102,1345,1,4
Beverages,Product_3459,198,10,199,178,401,0,6
Fruits,Product_3460,425,50,124,212,1046,1,8
Fruits,Product_3461,103,40,135,62,387,1,9
Fruits,Product_3462,294,5,184,279,655,1,2
Beverages,Product_3463,405,30,7,284,584,1,7
Bakery,Product_3464,350,50,124,175,264,0,2
Beverages,Product_3465,34,15,170,29,201,0,1
Fruits,Product_3466,51,25,80,38,1203,0,10
Beverages,Product_3467,422,30,179,295,801,0,9
Fruits,Product_3468,59,15,99,50,749,1,3
Beverages,Product_3469,98,40,10,59,565,1,1
Beverages,Product_3470,81,25,111,61,617,1,5
Dairy,Product_3471,222,40,183,133,1850,1,7
Snacks,Product_3472,459,30,26,321,744,0,1
Bakery,Product_3473,196,25,171,147,1839,1,2
Fruits,Product_3474,130,15,143,110,953,1,3
Dairy,Product_3475,158,40,14,95,1782,0,5
Dairy,Product_3476,410,15,65,348,1308,1,9
Bakery,Product_3477,471,5,21,447,1836,0,6
Bakery,Product_3478,69,20,2,55,404,0,5
Dairy,Product_3479,332,20,164,266,1671,1,1
Fruits,Product_3480,146,50,81,73,1345,1,6
Snacks,Product_3481,194,25,47,146,251,0,1
Vegetables,Product_3482,144,30,101,101,1120,0,7
Vegetables,Product_3483,317,30,186,222,1175,0,7
Fruits,Product_3484,348,50,11,174,607,1,5
Snacks,Product_3485,451,15,88,383,1643,0,7
Dairy,Product_3486,71,10,34,64,1781,1,8
Bakery,Product_3487,141,5,175,134,943,1,9
Dairy,Product_3488,485,20,186,388,1454,1,6
Beverages,Product_3489,422,40,52,253,706,1,9
Vegetables,Product_3490,370,30,99,259,174,0,5
Snacks,Product_3491,487,30,75,341,1219,0,5
Fruits,Product_3492,267,10,88,240,1792,0,8
Beverages,Product_3493,58,5,130,55,1739,0,10
Vegetables,Product_3494,167,50,153,84,515,0,8
Beverages,Product_3495,175,15,10,149,797,1,9
Beverages,Product_3496,223,5,38,212,1603,1,1
Vegetables,Product_3497,346,5,46,329,431,0,7
Vegetables,Product_3498,144,20,132,115,1221,1,9
Fruits,Product_3499,424,50,93,212,1127,1,2
Beverages,Product_3500,419,40,170,251,144,0,2
Snacks,Product_3501,391,20,106,313,597,1,10
Fruits,Product_3502,281,40,174,169,446,1,7
Beverages,Product_3503,118,25,94,88,895,0,9
Beverages,Product_3504,374,20,115,299,1834,1,1
Fruits,Product_3505,27,50,132,14,1998,0,4
Bakery,Product_3506,332,10,59,299,952,0,6
Fruits,Product_3507,357,20,197,286,1942,1,2
Fruits,Product_3508,273,30,134,191,1671,1,3
Bakery,Product_3509,299,15,140,254,751,0,7
Snacks,Product_3510,89,20,46,71,1618,0,7
Vegetables,Product_3511,369,10,62,332,570,1,1
Fruits,Product_3512,259,25,6,194,223,0,4
Snacks,Product_3513,158,5,102,150,391,0,3
Snacks,Product_3514,495,30,163,346,1455,0,7
Fruits,Product_3515,444,20,42,355,126,1,10
Bakery,Product_3516,458,20,92,366,1989,1,1
Snacks,Product_3517,397,15,12,337,455,0,4
Snacks,Product_3518,47,25,9,35,1305,1,7
Snacks,Product_3519,80,25,28,60,1067,0,5
Beverages,Product_3520,115,15,21,98,1148,0,6
Fruits,Product_3521,219,50,188,110,1256,0,9
Bakery,Product_3522,178,25,55,134,1308,0,3
Snacks,Product_3523,441,50,3,220,1177,0,6
Beverages,Product_3524,470,50,76,235,618,1,9
Fruits,Product_3525,314,25,47,236,1618,0,6
Snacks,Product_3526,50,5,112,48,1249,0,6
Fruits,Product_3527,325,30,154,228,436,0,8
Snacks,Product_3528,89,40,67,53,395,1,10
Fruits,Product_3529,312,50,199,156,269,0,2
Snacks,Product_3530,82,15,161,70,1148,1,1
Fruits,Product_3531,379,20,31,303,1248,1,6
Snacks,Product_3532,109,20,164,87,1198,0,7
Bakery,Product_3533,123,30,11,86,527,1,4
Bakery,Product_3534,110,5,7,104,1159,0,9
Snacks,Product_3535,410,40,66,246,1491,0,2
Vegetables,Product_3536,56,50,189,28,1041,1,3
Snacks,Product_3537,298,20,112,238,1162,1,8
Bakery,Product_3538,215,10,103,194,1785,1,9
Dairy,Product_3539,446,15,10,379,247,0,1
Dairy,Product_3540,45,5,19,43,1734,0,6
Bakery,Product_3541,389,40,165,233,1975,0,6
Beverages,Product_3542,368,5,32,350,1172,0,8
Fruits,Product_3543,324,25,92,243,470,1,8
Dairy,Product_3544,215,20,152,172,819,0,5
Beverages,Product_3545,499,10,33,449,252,0,5
Beverages,Product_3546,247,40,166,148,581,1,8
Beverages,Product_3547,233,25,69,175,1230,0,8
Fruits,Product_3548,284,50,159,142,1278,0,7
Dairy,Product_3549,331,50,59,166,142,0,8
Snacks,Product_3550,444,5,48,422,157,1,8
Beverages,Product_3551,126,5,77,120,1071,0,10
Beverages,Product_3552,388,30,84,272,1058,0,1
Snacks,Product_3553,345,25,108,259,1742,1,1
Dairy,Product_3554,316,20,175,253,1806,1,9
Vegetables,Product_3555,86,30,18,60,866,0,4
Dairy,Product_3556,247,20,175,198,250,1,8
Snacks,Product_3557,96,20,134,77,993,1,5
Vegetables,Product_3558,129,25,148,97,697,0,9
Vegetables,Product_3559,210,15,189,178,1587,0,9
Beverages,Product_3560,128,15,11,109,1950,0,9
Beverages,Product_3561,60,40,192,36,194,0,4
Dairy,Product_3562,427,20,181,342,616,1,5
Fruits,Product_3563,489,50,90,244,128,0,1
Dairy,Product_3564,332,40,22,199,1828,0,6
Beverages,Product_3565,239,25,111,179,1896,0,10
Bakery,Product_3566,25,30,38,18,774,1,5
Bakery,Product_3567,370,25,118,278,896,1,8
Fruits,Product_3568,236,50,61,118,65,1,6
Bakery,Product_3569,278,10,22,250,1799,0,4
Dairy,Product_3570,492,20,86,394,1585,0,2
Beverages,Product_3571,265,20,98,212,421,1,1
Fruits,Product_3572,121,10,67,109,368,0,5
Fruits,Product_3573,417,25,42,313,1018,1,9
Snacks,Product_3574,249,30,115,174,1039,0,3
Bakery,Product_3575,202,30,188,141,1376,0,7
Bakery,Product_3576,130,50,67,65,325,1,2
Snacks,Product_3577,21,15,21,18,283,0,4
Vegetables,Product_3578,217,50,193,108,669,0,7
Dairy,Product_3579,144,20,176,115,636,0,6
Beverages,Product_3580,239,20,184,191,1010,1,8
Vegetables,Product_3581,47,10,116,42,993,1,8
Vegetables,Product_3582,106,30,77,74,1371,1,2
Snacks,Product_3583,192,10,139,173,292,1,3
Bakery,Product_3584,202,10,129,182,1813,1,10
Beverages,Product_3585,474,50,53,237,404,0,3
Beverages,Product_3586,51,5,99,48,1609,1,7
Vegetables,Product_3587,488,5,146,464,648,0,10
Bakery,Product_3588,173,40,38,104,1956,0,3
Fruits,Product_3589,22,30,41,15,506,0,7
Beverages,Product_3590,106,30,47,74,633,0,5
Beverages,Product_3591,244,20,74,195,1704,1,5
Beverages,Product_3592,297,50,97,148,762,1,3
Beverages,Product_3593,332,50,45,166,975,0,8
Vegetables,Product_3594,141,25,199,106,534,0,4
Dairy,Product_3595,78,25,79,58,1828,1,6
Fruits,Product_3596,142,10,162,128,322,1,10
Bakery,Product_3597,90,10,32,81,640,0,3
Dairy,Product_3598,307,15,58,261,672,0,7
Beverages,Product_3599,235,10,107,212,416,0,3
Vegetables,Product_3600,296,20,60,237,712,1,7
Dairy,Product_3601,332,10,16,299,85,1,8
Vegetables,Product_3602,500,15,67,425,192,0,9
Bakery,Product_3603,471,50,98,236,547,0,1
Bakery,Product_3604,336,25,176,252,1893,1,4
Vegetables,Product_3605,102,30,162,71,774,1,7
Bakery,Product_3606,486,30,37,340,329,0,9
Bakery,Product_3607,124,25,27,93,983,0,3
Fruits,Product_3608,208,20,154,166,108,0,7
Beverages,Product_3609,269,50,78,134,1831,0,10
Vegetables,Product_3610,442,5,56,420,133,1,2
Beverages,Product_3611,119,50,144,60,1811,1,6
Dairy,Product_3612,64,15,194,54,1802,0,7
Snacks,Product_3613,297,5,7,282,1145,1,6
Vegetables,Product_3614,338,20,187,270,1993,1,7
Dairy,Product_3615,237,40,80,142,761,1,5
Fruits,Product_3616,357,30,106,250,1040,1,6
Bakery,Product_3617,150,50,170,75,328,1,4
Fruits,Product_3618,23,50,25,12,1157,0,8
Fruits,Product_3619,29,15,75,25,1320,1,6
Vegetables,Product_3620,99,5,59,94,735,0,5
Beverages,Product_3621,33,25,55,25,1623,1,4
Dairy,Product_3622,52,40,41,31,872,0,2
Fruits,Product_3623,303,10,128,273,366,1,3
Fruits,Product_3624,192,50,7,96,948,1,3
Vegetables,Product_3625,498,5,145,473,121,0,2
Snacks,Product_3626,463,20,79,370,873,1,2
Snacks,Product_3627,259,30,13,181,1419,1,1
Fruits,Product_3628,313,10,137,282,1365,0,8
Snacks,Product_3629,468,5,196,445,755,1,10
Bakery,Product_3630,270,30,166,189,617,1,9
Beverages,Product_3631,246,40,175,148,119,0,9
Bakery,Product_3632,59,25,163,44,1935,1,7
Beverages,Product_3633,422,20,39,338,958,1,9
Beverages,Product_3634,369,10,20,332,1929,1,4
Fruits,Product_3635,117,5,168,111,1676,1,2
Fruits,Product_3636,37,30,138,26,727,1,9
Bakery,Product_3637,374,40,122,224,1400,0,5
Bakery,Product_3638,130,40,32,78,1335,0,9
Snacks,Product_3639,439,40,144,263,1154,0,5
Dairy,Product_3640,286,10,197,257,819,0,4
Fruits,Product_3641,170,30,57,119,263,1,2
Fruits,Product_3642,361,10,146,325,1344,1,9
Dairy,Product_3643,118,10,55,106,1756,1,2
Dairy,Product_3644,280,40,113,168,569,0,1
Fruits,Product_3645,356,10,112,320,1001,1,9
Beverages,Product_3646,21,5,80,20,1432,1,7
Beverages,Product_3647,444,25,26,333,1532,0,5
Vegetables,Product_3648,255,25,40,191,1966,0,4
Bakery,Product_3649,182,25,15,136,253,0,1
Beverages,Product_3650,458,30,59,321,616,0,5
Bakery,Product_3651,404,15,186,343,1343,1,2
Vegetables,Product_3652,218,15,83,185,296,1,8
Dairy,Product_3653,201,15,88,171,1663,1,7
Vegetables,Product_3654,455,40,109,273,479,1,10
Vegetables,Product_3655,41,10,16,37,1546,1,4
Vegetables,Product_3656,495,10,78,446,394,0,7
Bakery,Product_3657,247,5,61,235,612,0,4
Beverages,Product_3658,128,30,20,90,889,1,4
Bakery,Product_3659,161,30,25,113,1291,0,10
Beverages,Product_3660,251,20,37,201,272,1,1
Vegetables,Product_3661,177,30,132,124,914,1,2
Fruits,Product_3662,22,30,41,15,1311,0,3
Vegetables,Product_3663,228,30,10,160,956,0,4
Snacks,Product_3664,131,40,160,79,930,1,6
Beverages,Product_3665,241,5,129,229,523,0,10
Beverages,Product_3666,215,40,127,129,1030,1,5
Fruits,Product_3667,164,20,107,131,1748,0,3
Vegetables,Product_3668,356,50,135,178,1584,0,1
Beverages,Product_3669,57,50,73,28,1541,0,1
Vegetables,Product_3670,305,30,144,214,323,0,9
Fruits,Product_3671,408,50,48,204,500,1,5
Bakery,Product_3672,231,40,26,139,1125,0,4
Beverages,Product_3673,217,10,97,195,700,1,6
Beverages,Product_3674,224,20,2,179,954,1,8
Fruits,Product_3675,162,10,125,146,1676,1,8
Vegetables,Product_3676,463,50,128,232,1413,0,6
Dairy,Product_3677,161,50,180,80,691,0,9
Beverages,Product_3678,272,40,83,163,962,0,7
Bakery,Product_3679,264,10,169,238,232,1,1
Bakery,Product_3680,36,40,183,22,1257,0,10
Vegetables,Product_3681,462,40,88,277,1223,0,1
Beverages,Product_3682,226,10,105,203,1266,1,3
Beverages,Product_3683,128,30,29,90,1129,0,10
Vegetables,Product_3684,86,10,74,77,1708,1,7
Fruits,Product_3685,496,5,77,471,1037,1,5
Snacks,Product_3686,184,10,31,166,1242,1,7
Dairy,Product_3687,28,50,47,14,1533,0,4
Bakery,Product_3688,295,5,124,280,670,0,7
Fruits,Product_3689,62,40,17,37,1830,0,5
Bakery,Product_3690,113,25,189,85,465,0,7
Beverages,Product_3691,276,25,188,207,1943,0,8
Fruits,Product_3692,334,5,64,317,390,0,4
Bakery,Product_3693,141,25,38,106,1892,0,8
Vegetables,Product_3694,342,25,65,256,1049,1,4
Dairy,Product_3695,214,5,75,203,738,0,10
Bakery,Product_3696,325,25,100,244,104,0,10
Dairy,Product_3697,316,50,47,158,798,0,7
Dairy,Product_3698,495,50,97,248,1808,0,5
Bakery,Product_3699,371,40,69,223,234,0,4
Beverages,Product_3700,209,40,163,125,161,1,8
